# age (yr),T_eff (K),L (L_sun)
1.13314e+10,3.48163e+03,7.44392e+02
1.13317e+10,3.46374e+03,7.83670e+02
1.13320e+10,3.44584e+03,8.25016e+02
1.13322e+10,3.42792e+03,8.68442e+02
1.13325e+10,3.41007e+03,9.14135e+02
1.13328e+10,3.39220e+03,9.62162e+02
1.13330e+10,3.37450e+03,1.01280e+03
1.13332e+10,3.35684e+03,1.06602e+03
1.13335e+10,3.33907e+03,1.12192e+03
1.13337e+10,3.32134e+03,1.18070e+03
1.13339e+10,3.30362e+03,1.24249e+03
1.13341e+10,3.28610e+03,1.30740e+03
1.13343e+10,3.26828e+03,1.37559e+03
1.13345e+10,3.25048e+03,1.44735e+03
1.13347e+10,3.23259e+03,1.52257e+03
1.13349e+10,3.21466e+03,1.60163e+03
1.13350e+10,3.19693e+03,1.68438e+03
1.13352e+10,3.17897e+03,1.77136e+03
1.13354e+10,3.16098e+03,1.86286e+03
1.13355e+10,3.14303e+03,1.95886e+03
1.13357e+10,3.12497e+03,2.05887e+03
1.13359e+10,3.10684e+03,2.16354e+03
1.13360e+10,3.08852e+03,2.27296e+03
1.13362e+10,3.07028e+03,2.38684e+03
1.13362e+10,3.07297e+03,2.36979e+03
1.13362e+10,3.20976e+03,1.66605e+03
1.13362e+10,3.35911e+03,1.12174e+03
1.13362e+10,3.51048e+03,7.53009e+02
1.13362e+10,3.66513e+03,5.04644e+02
1.13362e+10,3.82217e+03,3.37508e+02
1.13362e+10,3.98079e+03,2.25246e+02
1.13362e+10,4.14051e+03,1.50008e+02
1.13362e+10,4.30186e+03,9.97245e+01
1.13362e+10,4.46054e+03,6.61031e+01
1.13362e+10,4.58524e+03,4.33794e+01
1.13362e+10,4.44263e+03,6.17171e+01
1.13362e+10,4.29616e+03,9.34639e+01
1.13363e+10,4.14689e+03,1.41184e+02
1.13363e+10,4.17272e+03,1.34360e+02
1.13364e+10,4.33164e+03,8.92241e+01
1.13364e+10,4.42231e+03,6.85071e+01
1.13365e+10,4.27176e+03,1.03344e+02
1.13365e+10,4.39076e+03,7.75831e+01
1.13366e+10,4.50522e+03,5.66666e+01
1.13367e+10,4.42445e+03,7.18778e+01
1.13369e+10,4.59346e+03,4.78629e+01
1.13371e+10,4.56718e+03,5.28728e+01
1.13373e+10,4.55852e+03,5.19944e+01
1.13376e+10,4.61836e+03,4.56882e+01
1.13379e+10,4.60972e+03,4.71426e+01
1.13379e+10,4.60978e+03,4.71365e+01
1.13379e+10,4.60978e+03,4.71362e+01
1.13379e+10,4.60978e+03,4.71361e+01
1.13379e+10,4.60978e+03,4.71359e+01
1.13379e+10,4.60978e+03,4.71358e+01
1.13379e+10,4.60979e+03,4.71357e+01
1.13379e+10,4.60979e+03,4.71356e+01
1.13379e+10,4.60979e+03,4.71355e+01
1.13379e+10,4.60979e+03,4.71354e+01
1.13379e+10,4.60979e+03,4.71353e+01
1.13379e+10,4.60979e+03,4.71351e+01
1.13379e+10,4.60979e+03,4.71350e+01
1.13379e+10,4.60979e+03,4.71349e+01
1.13379e+10,4.60980e+03,4.71347e+01
1.13379e+10,4.60980e+03,4.71345e+01
1.13379e+10,4.60980e+03,4.71343e+01
1.13379e+10,4.60980e+03,4.71343e+01
1.13379e+10,4.60980e+03,4.71340e+01
1.13379e+10,4.60981e+03,4.71338e+01
1.13379e+10,4.60981e+03,4.71335e+01
1.13379e+10,4.60981e+03,4.71331e+01
1.13379e+10,4.60982e+03,4.71326e+01
1.13379e+10,4.60982e+03,4.71319e+01
1.13379e+10,4.60984e+03,4.71307e+01
1.13379e+10,4.60986e+03,4.71277e+01
1.13379e+10,4.60995e+03,4.71186e+01
1.13379e+10,4.61227e+03,4.69054e+01
1.13381e+10,4.62320e+03,4.57266e+01
1.13391e+10,4.61700e+03,4.62592e+01
1.13416e+10,4.60617e+03,4.74675e+01
1.13502e+10,4.60500e+03,4.82037e+01
1.13607e+10,4.62209e+03,4.72963e+01
1.13720e+10,4.63559e+03,4.67693e+01
1.13842e+10,4.64813e+03,4.63617e+01
1.14028e+10,4.66040e+03,4.61157e+01
1.14163e+10,4.65695e+03,4.69108e+01
1.14237e+10,4.65289e+03,4.75354e+01
1.14273e+10,4.64322e+03,4.85690e+01
1.14308e+10,4.63810e+03,4.91735e+01
1.14328e+10,4.62787e+03,5.02835e+01
1.14345e+10,4.61754e+03,5.14379e+01
1.14364e+10,4.60850e+03,5.24854e+01
1.14377e+10,4.59867e+03,5.36637e+01
1.14388e+10,4.60242e+03,5.32627e+01
1.14397e+10,4.59197e+03,5.45035e+01
1.14405e+10,4.58147e+03,5.57923e+01
1.14414e+10,4.57188e+03,5.70376e+01
1.14423e+10,4.56152e+03,5.83891e+01
1.14425e+10,4.57141e+03,5.71767e+01
1.14427e+10,4.58158e+03,5.59376e+01
1.14434e+10,4.57992e+03,5.61024e+01
1.14440e+10,4.56949e+03,5.74342e+01
1.14445e+10,4.55893e+03,5.88060e+01
1.14450e+10,4.54835e+03,6.02264e+01
1.14454e+10,4.53792e+03,6.16766e+01
1.14457e+10,4.52711e+03,6.31596e+01
1.14460e+10,4.51676e+03,6.46948e+01
1.14462e+10,4.50615e+03,6.62663e+01
1.14464e+10,4.49572e+03,6.78835e+01
1.14466e+10,4.48515e+03,6.95404e+01
1.14468e+10,4.47455e+03,7.12393e+01
1.14469e+10,4.46417e+03,7.29856e+01
1.14470e+10,4.45384e+03,7.47760e+01
1.14471e+10,4.44317e+03,7.66014e+01
1.14472e+10,4.43303e+03,7.84837e+01
1.14472e+10,4.42276e+03,8.04063e+01
1.14473e+10,4.41230e+03,8.23677e+01
1.14474e+10,4.40206e+03,8.43782e+01
1.14474e+10,4.39197e+03,8.64368e+01
1.14474e+10,4.38166e+03,8.85316e+01
1.14475e+10,4.37159e+03,9.06770e+01
1.14475e+10,4.36178e+03,9.28726e+01
1.14475e+10,4.35173e+03,9.51049e+01
1.14475e+10,4.34178e+03,9.73829e+01
1.14476e+10,4.33207e+03,9.97100e+01
1.14476e+10,4.32249e+03,1.02079e+02
1.14476e+10,4.31135e+03,1.04815e+02
1.14476e+10,4.30066e+03,1.07613e+02
1.14476e+10,4.28950e+03,1.10521e+02
1.14476e+10,4.27869e+03,1.13568e+02
1.14477e+10,4.26762e+03,1.16720e+02
1.14477e+10,4.25648e+03,1.19980e+02
1.14477e+10,4.24530e+03,1.23349e+02
1.14477e+10,4.23406e+03,1.26826e+02
1.14477e+10,4.22264e+03,1.30407e+02
1.14477e+10,4.21159e+03,1.34115e+02
1.14478e+10,4.20034e+03,1.37929e+02
1.14478e+10,4.18908e+03,1.41857e+02
1.14478e+10,4.17793e+03,1.45908e+02
1.14478e+10,4.16660e+03,1.50065e+02
1.14478e+10,4.15552e+03,1.54343e+02
1.14479e+10,4.14426e+03,1.58692e+02
1.14479e+10,4.13900e+03,1.60941e+02
1.14480e+10,4.15043e+03,1.56444e+02
1.14480e+10,4.16224e+03,1.52012e+02
1.14480e+10,4.17360e+03,1.47685e+02
1.14481e+10,4.18541e+03,1.43567e+02
1.14482e+10,4.19624e+03,1.39710e+02
1.14483e+10,4.20709e+03,1.35994e+02
1.14484e+10,4.21785e+03,1.32454e+02
1.14486e+10,4.22730e+03,1.29448e+02
1.14491e+10,4.23016e+03,1.28588e+02
1.14497e+10,4.22546e+03,1.30246e+02
1.14505e+10,4.22475e+03,1.30522e+02
1.14514e+10,4.22256e+03,1.31109e+02
1.14520e+10,4.21232e+03,1.34478e+02
1.14525e+10,4.20135e+03,1.38143e+02
1.14529e+10,4.19032e+03,1.41987e+02
1.14533e+10,4.17911e+03,1.45976e+02
1.14537e+10,4.16772e+03,1.50099e+02
1.14541e+10,4.15642e+03,1.54364e+02
1.14544e+10,4.14522e+03,1.58770e+02
1.14547e+10,4.13357e+03,1.63286e+02
1.14550e+10,4.12239e+03,1.67969e+02
1.14553e+10,4.11101e+03,1.72786e+02
1.14556e+10,4.09976e+03,1.77756e+02
1.14558e+10,4.08829e+03,1.82850e+02
1.14561e+10,4.07694e+03,1.88099e+02
1.14563e+10,4.06574e+03,1.93512e+02
1.14565e+10,4.05456e+03,1.99079e+02
1.14567e+10,4.04327e+03,2.04800e+02
1.14569e+10,4.03171e+03,2.10667e+02
1.14571e+10,4.02061e+03,2.16743e+02
1.14573e+10,4.00912e+03,2.22954e+02
1.14575e+10,3.99782e+03,2.29364e+02
1.14577e+10,3.98640e+03,2.35944e+02
1.14578e+10,3.97513e+03,2.42724e+02
1.14580e+10,3.96364e+03,2.49677e+02
1.14581e+10,3.95249e+03,2.56861e+02
1.14583e+10,3.94126e+03,2.64240e+02
1.14584e+10,3.92999e+03,2.71820e+02
1.14585e+10,3.91861e+03,2.79596e+02
1.14587e+10,3.90737e+03,2.87603e+02
1.14588e+10,3.89610e+03,2.95824e+02
1.14589e+10,3.88511e+03,3.04304e+02
1.14591e+10,3.87398e+03,3.12997e+02
1.14592e+10,3.86275e+03,3.21913e+02
1.14593e+10,3.85159e+03,3.31079e+02
1.14594e+10,3.84080e+03,3.40547e+02
1.14595e+10,3.82970e+03,3.50236e+02
1.14596e+10,3.81865e+03,3.60202e+02
1.14597e+10,3.80768e+03,3.70464e+02
1.14599e+10,3.79675e+03,3.81029e+02
1.14599e+10,3.78539e+03,3.91838e+02
1.14600e+10,3.77454e+03,4.03056e+02
1.14601e+10,3.76357e+03,4.14597e+02
1.14602e+10,3.75239e+03,4.26453e+02
1.14603e+10,3.74123e+03,4.38673e+02
1.14604e+10,3.73009e+03,4.51263e+02
1.14604e+10,3.71895e+03,4.64222e+02
1.14605e+10,3.70797e+03,4.77593e+02
1.14605e+10,3.69663e+03,4.91275e+02
1.14606e+10,3.68557e+03,5.05421e+02
1.14607e+10,3.67450e+03,5.19982e+02
1.14607e+10,3.66357e+03,5.35010e+02
1.14608e+10,3.65228e+03,5.50396e+02
1.14608e+10,3.64141e+03,5.66342e+02
1.14609e+10,3.63020e+03,5.82667e+02
1.14609e+10,3.61917e+03,5.99520e+02
1.14610e+10,3.60812e+03,6.16860e+02
1.14610e+10,3.59706e+03,6.34699e+02
1.14610e+10,3.58595e+03,6.53042e+02
1.14611e+10,3.57486e+03,6.71922e+02
1.14611e+10,3.56386e+03,6.91370e+02
1.14612e+10,3.55272e+03,7.11331e+02
1.14612e+10,3.54171e+03,7.31914e+02
1.14612e+10,3.53067e+03,7.53074e+02
1.14613e+10,3.51938e+03,7.74727e+02
1.14613e+10,3.50857e+03,7.97195e+02
1.14613e+10,3.49766e+03,8.20275e+02
1.14614e+10,3.48672e+03,8.44012e+02
1.14614e+10,3.47586e+03,8.68439e+02
1.14614e+10,3.46497e+03,8.93523e+02
1.14615e+10,3.45415e+03,9.19339e+02
1.14615e+10,3.44342e+03,9.45919e+02
1.14615e+10,3.43277e+03,9.73281e+02
1.14616e+10,3.42194e+03,1.00132e+03
1.14616e+10,3.40884e+03,1.03669e+03
1.14617e+10,3.39572e+03,1.07330e+03
1.14617e+10,3.38274e+03,1.11123e+03
1.14617e+10,3.36969e+03,1.15043e+03
1.14618e+10,3.35668e+03,1.19100e+03
1.14618e+10,3.34366e+03,1.23294e+03
1.14619e+10,3.33068e+03,1.27631e+03
1.14619e+10,3.31744e+03,1.32098e+03
1.14620e+10,3.30425e+03,1.36719e+03
1.14620e+10,3.29121e+03,1.41510e+03
1.14621e+10,3.27810e+03,1.46454e+03
1.14621e+10,3.26484e+03,1.51549e+03
1.14622e+10,3.25143e+03,1.56815e+03
1.14622e+10,3.23844e+03,1.62214e+03
1.14623e+10,3.22533e+03,1.67925e+03
1.14623e+10,3.23084e+03,1.65271e+03
1.14623e+10,3.24392e+03,1.59637e+03
1.14623e+10,3.25685e+03,1.54177e+03
1.14623e+10,3.26987e+03,1.48910e+03
1.14623e+10,3.28317e+03,1.43842e+03
1.14623e+10,3.29650e+03,1.38943e+03
1.14623e+10,3.30965e+03,1.34194e+03
1.14623e+10,3.32299e+03,1.29621e+03
1.14623e+10,3.33610e+03,1.25182e+03
1.14623e+10,3.34941e+03,1.20901e+03
1.14623e+10,3.34183e+03,1.23428e+03
1.14623e+10,3.32863e+03,1.27804e+03
1.14623e+10,3.31539e+03,1.32328e+03
1.14623e+10,3.30210e+03,1.37005e+03
1.14623e+10,3.28889e+03,1.41848e+03
1.14623e+10,3.27550e+03,1.46844e+03
1.14623e+10,3.26237e+03,1.52033e+03
1.14623e+10,3.24937e+03,1.57412e+03
1.14623e+10,3.23622e+03,1.62963e+03
1.14623e+10,3.22299e+03,1.68696e+03
1.14623e+10,3.20996e+03,1.74645e+03
1.14623e+10,3.19659e+03,1.80761e+03
1.14623e+10,3.18344e+03,1.87111e+03
1.14623e+10,3.17006e+03,1.93649e+03
1.14623e+10,3.15682e+03,2.00427e+03
1.14623e+10,3.14337e+03,2.07407e+03
1.14623e+10,3.12985e+03,2.14610e+03
1.14623e+10,3.11637e+03,2.22060e+03
1.14623e+10,3.10246e+03,2.29694e+03
1.14623e+10,3.08848e+03,2.37569e+03
1.14623e+10,3.07416e+03,2.45642e+03
1.14624e+10,3.05987e+03,2.53959e+03
1.14624e+10,3.04520e+03,2.62462e+03
1.14624e+10,3.02994e+03,2.71092e+03
1.14624e+10,3.01406e+03,2.79712e+03
1.14624e+10,3.00377e+03,2.82988e+03
1.14624e+10,3.01711e+03,2.73640e+03
1.14624e+10,3.02364e+03,2.69178e+03
1.14624e+10,3.03725e+03,2.60389e+03
1.14624e+10,3.05129e+03,2.51820e+03
1.14624e+10,3.06519e+03,2.43486e+03
1.14624e+10,3.07890e+03,2.35384e+03
1.14624e+10,3.09271e+03,2.27561e+03
1.14624e+10,3.10588e+03,2.19893e+03
1.14624e+10,3.11966e+03,2.12560e+03
1.14624e+10,3.13297e+03,2.05400e+03
1.14624e+10,3.14631e+03,1.98478e+03
1.14624e+10,3.15989e+03,1.91813e+03
1.14624e+10,3.17319e+03,1.85330e+03
1.14624e+10,3.18629e+03,1.79039e+03
1.14624e+10,3.19933e+03,1.72949e+03
1.14624e+10,3.21275e+03,1.67100e+03
1.14624e+10,3.22596e+03,1.61421e+03
1.14624e+10,3.23889e+03,1.55909e+03
1.14624e+10,3.25215e+03,1.50608e+03
1.14624e+10,3.26555e+03,1.45493e+03
1.14624e+10,3.27839e+03,1.40502e+03
1.14624e+10,3.29230e+03,1.35764e+03
1.14624e+10,3.30503e+03,1.31092e+03
1.14624e+10,3.31856e+03,1.26634e+03
1.14624e+10,3.33172e+03,1.22299e+03
1.14624e+10,3.34479e+03,1.18102e+03
1.14624e+10,3.35807e+03,1.14059e+03
1.14624e+10,3.37148e+03,1.10159e+03
1.14624e+10,3.38445e+03,1.06364e+03
1.14624e+10,3.39738e+03,1.02696e+03
1.14624e+10,3.41094e+03,9.91839e+02
1.14624e+10,3.42361e+03,9.57458e+02
1.14624e+10,3.43635e+03,9.24302e+02
1.14624e+10,3.44969e+03,8.92542e+02
1.14624e+10,3.44870e+03,8.92990e+02
1.14624e+10,3.43536e+03,9.24792e+02
1.14624e+10,3.42206e+03,9.57716e+02
1.14624e+10,3.40872e+03,9.91771e+02
1.14624e+10,3.39544e+03,1.02704e+03
1.14624e+10,3.38220e+03,1.06355e+03
1.14624e+10,3.36879e+03,1.10123e+03
1.14624e+10,3.35544e+03,1.14025e+03
1.14624e+10,3.34215e+03,1.18065e+03
1.14624e+10,3.32910e+03,1.22262e+03
1.14624e+10,3.31611e+03,1.26608e+03
1.14624e+10,3.30300e+03,1.31097e+03
1.14624e+10,3.28958e+03,1.35717e+03
1.14624e+10,3.27622e+03,1.40499e+03
1.14624e+10,3.26345e+03,1.45495e+03
1.14624e+10,3.25071e+03,1.50666e+03
1.14624e+10,3.23777e+03,1.55999e+03
1.14624e+10,3.22473e+03,1.61508e+03
1.14624e+10,3.21158e+03,1.67195e+03
1.14624e+10,3.19856e+03,1.73090e+03
1.14624e+10,3.18545e+03,1.79177e+03
1.14624e+10,3.17228e+03,1.85467e+03
1.14624e+10,3.15927e+03,1.91988e+03
1.14624e+10,3.14603e+03,1.98704e+03
1.14624e+10,3.13276e+03,2.05646e+03
1.14624e+10,3.11953e+03,2.12827e+03
1.14624e+10,3.10582e+03,2.20181e+03
1.14624e+10,3.09226e+03,2.27803e+03
1.14624e+10,3.07934e+03,2.35780e+03
1.14624e+10,3.06569e+03,2.43905e+03
1.14624e+10,3.05181e+03,2.52264e+03
1.14624e+10,3.03826e+03,2.60957e+03
1.14624e+10,3.02414e+03,2.69827e+03
1.14624e+10,3.00995e+03,2.78972e+03
1.14624e+10,2.99597e+03,2.88457e+03
1.14624e+10,2.98153e+03,2.98142e+03
1.14624e+10,2.96705e+03,3.08128e+03
1.14624e+10,2.95265e+03,3.18451e+03
1.14624e+10,2.93786e+03,3.28998e+03
1.14624e+10,2.92301e+03,3.39854e+03
1.14624e+10,2.90812e+03,3.51031e+03
1.14624e+10,2.89314e+03,3.62524e+03
1.14624e+10,2.87784e+03,3.74259e+03
1.14624e+10,2.86269e+03,3.86398e+03
1.14624e+10,2.84771e+03,3.98963e+03
1.14624e+10,2.83257e+03,4.11846e+03
1.14624e+10,2.81704e+03,4.24947e+03
1.14624e+10,2.80167e+03,4.38500e+03
1.14624e+10,2.78657e+03,4.52572e+03
1.14624e+10,2.77149e+03,4.67063e+03
1.14624e+10,2.75651e+03,4.82031e+03
1.14624e+10,2.74148e+03,4.97405e+03
1.14624e+10,2.72639e+03,5.13201e+03
1.14624e+10,2.72918e+03,5.08062e+03
1.14624e+10,2.74342e+03,4.92002e+03
1.14624e+10,2.75797e+03,4.76565e+03
1.14624e+10,2.77269e+03,4.61667e+03
1.14624e+10,2.78752e+03,4.47269e+03
1.14624e+10,2.80229e+03,4.33288e+03
1.14624e+10,2.81711e+03,4.19710e+03
1.14624e+10,2.83196e+03,4.06517e+03
1.14624e+10,2.84695e+03,3.93754e+03
1.14624e+10,2.86240e+03,3.81529e+03
1.14624e+10,2.87773e+03,3.69613e+03
1.14624e+10,2.89272e+03,3.57925e+03
1.14624e+10,2.90750e+03,3.46519e+03
1.14624e+10,2.92283e+03,3.35634e+03
1.14624e+10,2.93730e+03,3.24815e+03
1.14624e+10,2.95214e+03,3.14428e+03
1.14624e+10,2.96664e+03,3.04267e+03
1.14624e+10,2.98126e+03,2.94444e+03
1.14624e+10,2.99558e+03,2.84852e+03
1.14624e+10,3.00951e+03,2.75476e+03
1.14624e+10,3.02381e+03,2.66471e+03
1.14624e+10,3.03804e+03,2.57737e+03
1.14624e+10,3.05187e+03,2.49200e+03
1.14624e+10,3.06557e+03,2.40915e+03
1.14624e+10,3.07942e+03,2.32924e+03
1.14624e+10,3.09271e+03,2.25099e+03
1.14624e+10,3.10655e+03,2.17611e+03
1.14624e+10,3.12009e+03,2.10321e+03
1.14624e+10,3.12134e+03,2.09785e+03
1.14624e+10,3.10798e+03,2.17086e+03
1.14624e+10,3.09452e+03,2.24617e+03
1.14624e+10,3.08108e+03,2.32405e+03
1.14624e+10,3.06744e+03,2.40419e+03
1.14624e+10,3.05369e+03,2.48683e+03
1.14624e+10,3.03979e+03,2.57190e+03
1.14624e+10,3.02589e+03,2.65977e+03
1.14624e+10,3.01199e+03,2.75052e+03
1.14624e+10,2.99794e+03,2.84390e+03
1.14624e+10,2.98356e+03,2.93957e+03
1.14624e+10,2.96900e+03,3.03786e+03
1.14624e+10,2.95442e+03,3.13921e+03
1.14624e+10,2.93979e+03,3.24361e+03
1.14624e+10,2.92516e+03,3.35129e+03
1.14624e+10,2.91031e+03,3.46167e+03
1.14624e+10,2.89555e+03,3.57574e+03
1.14624e+10,2.88048e+03,3.69228e+03
1.14624e+10,2.86549e+03,3.81266e+03
1.14624e+10,2.85035e+03,3.93611e+03
1.14624e+10,2.83509e+03,4.06284e+03
1.14624e+10,2.81984e+03,4.19328e+03
1.14624e+10,2.80467e+03,4.32794e+03
1.14624e+10,2.78952e+03,4.46665e+03
1.14624e+10,2.77425e+03,4.60889e+03
1.14624e+10,2.75899e+03,4.75532e+03
1.14624e+10,2.74414e+03,4.90797e+03
1.14624e+10,2.72902e+03,5.06368e+03
1.14624e+10,2.73483e+03,4.98312e+03
1.14624e+10,2.74914e+03,4.82582e+03
1.14624e+10,2.76355e+03,4.67364e+03
1.14624e+10,2.77843e+03,4.52799e+03
1.14624e+10,2.79323e+03,4.38618e+03
1.14624e+10,2.80842e+03,4.25009e+03
1.14624e+10,2.82350e+03,4.11739e+03
1.14624e+10,2.83870e+03,3.98902e+03
1.14624e+10,2.85367e+03,3.86353e+03
1.14624e+10,2.86918e+03,3.74360e+03
1.14624e+10,2.88395e+03,3.62466e+03
1.14624e+10,2.89901e+03,3.51019e+03
1.14624e+10,2.91360e+03,3.39765e+03
1.14624e+10,2.92884e+03,3.29042e+03
1.14624e+10,2.94332e+03,3.18427e+03
1.14624e+10,2.94198e+03,3.19857e+03
1.14624e+10,2.92707e+03,3.30398e+03
1.14624e+10,2.91441e+03,3.39400e+03
1.14624e+10,2.92872e+03,3.28423e+03
1.14624e+10,2.94322e+03,3.17834e+03
1.14624e+10,2.95766e+03,3.07551e+03
1.14624e+10,2.97205e+03,2.97575e+03
1.14624e+10,2.98655e+03,2.87929e+03
1.14624e+10,3.00082e+03,2.78532e+03
1.14624e+10,3.01477e+03,2.69364e+03
1.14624e+10,3.02875e+03,2.60489e+03
1.14624e+10,3.04278e+03,2.51905e+03
1.14624e+10,3.05644e+03,2.43529e+03
1.14624e+10,3.07010e+03,2.35420e+03
1.14624e+10,3.08370e+03,2.27565e+03
1.14624e+10,3.09720e+03,2.19946e+03
1.14624e+10,3.11084e+03,2.12596e+03
1.14624e+10,3.12415e+03,2.05437e+03
1.14624e+10,3.13728e+03,1.98491e+03
1.14624e+10,3.15068e+03,1.91804e+03
1.14624e+10,3.16397e+03,1.85325e+03
1.14624e+10,3.17689e+03,1.79018e+03
1.14624e+10,3.18954e+03,1.72894e+03
1.14624e+10,3.20303e+03,1.67059e+03
1.14624e+10,3.21637e+03,1.61402e+03
1.14624e+10,3.22928e+03,1.55892e+03
1.14624e+10,3.24279e+03,1.50616e+03
1.14624e+10,3.25553e+03,1.45450e+03
1.14624e+10,3.26939e+03,1.40548e+03
1.14624e+10,3.28209e+03,1.35716e+03
1.14625e+10,3.29576e+03,1.31118e+03
1.14625e+10,3.30899e+03,1.26641e+03
1.14625e+10,3.32243e+03,1.22327e+03
1.14625e+10,3.33570e+03,1.18146e+03
1.14625e+10,3.34930e+03,1.14126e+03
1.14625e+10,3.36302e+03,1.10247e+03
1.14625e+10,3.36841e+03,1.08912e+03
1.14625e+10,3.35514e+03,1.12772e+03
1.14625e+10,3.34183e+03,1.16765e+03
1.14625e+10,3.32847e+03,1.20894e+03
1.14625e+10,3.31509e+03,1.25162e+03
1.14625e+10,3.30173e+03,1.29580e+03
1.14625e+10,3.28852e+03,1.34160e+03
1.14625e+10,3.27522e+03,1.38892e+03
1.14625e+10,3.26197e+03,1.43790e+03
1.14625e+10,3.24886e+03,1.48868e+03
1.14625e+10,3.23541e+03,1.54089e+03
1.14625e+10,3.22221e+03,1.59512e+03
1.14625e+10,3.20904e+03,1.65123e+03
1.14625e+10,3.19572e+03,1.70910e+03
1.14625e+10,3.18227e+03,1.76878e+03
1.14625e+10,3.16888e+03,1.83054e+03
1.14626e+10,3.15546e+03,1.89435e+03
1.14626e+10,3.14194e+03,1.96021e+03
1.14626e+10,3.12817e+03,2.02790e+03
1.14626e+10,3.11413e+03,2.09746e+03
1.14626e+10,3.10297e+03,2.15112e+03
1.14626e+10,3.09405e+03,2.18594e+03
1.14626e+10,3.07963e+03,2.26002e+03
1.14627e+10,3.06507e+03,2.33627e+03
1.14627e+10,3.05055e+03,2.41506e+03
1.14627e+10,3.03547e+03,2.49514e+03
1.14627e+10,3.02061e+03,2.56666e+03
1.14627e+10,3.03352e+03,2.48036e+03
1.14627e+10,3.04731e+03,2.39819e+03
1.14627e+10,3.06110e+03,2.31865e+03
1.14627e+10,3.07478e+03,2.24149e+03
1.14627e+10,3.08552e+03,2.18334e+03
1.14627e+10,3.09875e+03,2.11350e+03
1.14627e+10,3.11234e+03,2.04286e+03
1.14627e+10,3.12590e+03,1.97448e+03
1.14627e+10,3.13934e+03,1.90810e+03
1.14627e+10,3.15297e+03,1.84411e+03
1.14627e+10,3.16600e+03,1.78154e+03
1.14627e+10,3.17956e+03,1.72160e+03
1.14627e+10,3.19308e+03,1.66359e+03
1.14627e+10,3.20595e+03,1.60681e+03
1.14627e+10,3.21934e+03,1.55242e+03
1.14627e+10,3.23271e+03,1.49979e+03
1.14627e+10,3.24593e+03,1.44877e+03
1.14627e+10,3.25896e+03,1.39928e+03
1.14627e+10,3.27270e+03,1.35202e+03
1.14627e+10,3.28553e+03,1.30562e+03
1.14627e+10,3.29896e+03,1.26120e+03
1.14627e+10,3.31229e+03,1.21818e+03
1.14627e+10,3.32535e+03,1.17642e+03
1.14627e+10,3.33911e+03,1.13650e+03
1.14627e+10,3.35240e+03,1.09761e+03
1.14627e+10,3.36537e+03,1.05985e+03
1.14627e+10,3.37916e+03,1.02381e+03
1.14627e+10,3.39233e+03,9.88636e+02
1.14627e+10,3.40504e+03,9.54416e+02
1.14627e+10,3.41848e+03,9.21719e+02
1.14627e+10,3.43189e+03,8.90105e+02
1.14627e+10,3.44483e+03,8.59338e+02
1.14627e+10,3.45771e+03,8.29600e+02
1.14627e+10,3.46421e+03,8.12746e+02
1.14627e+10,3.45070e+03,8.41641e+02
1.14627e+10,3.43719e+03,8.71537e+02
1.14627e+10,3.42373e+03,9.02494e+02
1.14627e+10,3.41032e+03,9.34551e+02
1.14627e+10,3.39689e+03,9.67711e+02
1.14627e+10,3.38350e+03,1.00204e+03
1.14627e+10,3.37027e+03,1.03764e+03
1.14627e+10,3.35707e+03,1.07450e+03
1.14627e+10,3.34384e+03,1.11261e+03
1.14627e+10,3.33057e+03,1.15203e+03
1.14627e+10,3.31724e+03,1.19276e+03
1.14627e+10,3.30407e+03,1.23500e+03
1.14627e+10,3.29095e+03,1.27875e+03
1.14627e+10,3.27778e+03,1.32396e+03
1.14627e+10,3.26457e+03,1.37071e+03
1.14627e+10,3.25143e+03,1.41911e+03
1.14627e+10,3.23846e+03,1.46932e+03
1.14627e+10,3.22542e+03,1.52121e+03
1.14627e+10,3.21235e+03,1.57485e+03
1.14627e+10,3.19927e+03,1.63031e+03
1.14627e+10,3.18617e+03,1.68767e+03
1.14627e+10,3.17289e+03,1.74679e+03
1.14627e+10,3.15961e+03,1.80792e+03
1.14627e+10,3.14649e+03,1.87132e+03
1.14627e+10,3.13328e+03,1.93676e+03
1.14627e+10,3.12004e+03,2.00437e+03
1.14627e+10,3.10676e+03,2.07422e+03
1.14627e+10,3.09308e+03,2.14587e+03
1.14627e+10,3.07947e+03,2.22000e+03
1.14627e+10,3.06595e+03,2.29675e+03
1.14627e+10,3.05216e+03,2.37560e+03
1.14627e+10,3.03838e+03,2.45706e+03
1.14627e+10,3.02472e+03,2.54143e+03
1.14627e+10,3.01071e+03,2.62792e+03
1.14627e+10,2.99635e+03,2.71649e+03
1.14627e+10,2.98178e+03,2.80745e+03
1.14627e+10,2.96799e+03,2.90302e+03
1.14627e+10,2.95365e+03,3.00039e+03
1.14627e+10,2.93884e+03,3.09971e+03
1.14627e+10,2.92377e+03,3.20140e+03
1.14627e+10,2.90914e+03,3.30743e+03
1.14627e+10,2.89463e+03,3.41708e+03
1.14627e+10,2.87916e+03,3.52716e+03
1.14627e+10,2.86412e+03,3.64193e+03
1.14627e+10,2.84901e+03,3.75995e+03
1.14627e+10,2.83382e+03,3.88122e+03
1.14627e+10,2.81863e+03,4.00605e+03
1.14627e+10,2.80354e+03,4.13503e+03
1.14627e+10,2.78855e+03,4.26820e+03
