# time,position
8.48849e+00,-3.68470e-02
8.49850e+00,-1.50761e-02
8.50851e+00,2.07487e-02
8.51852e+00,2.22032e-02
8.52853e+00,2.24710e-02
8.53854e+00,-2.67913e-02
8.54855e+00,3.95930e-02
8.55856e+00,3.23918e-02
8.56857e+00,-5.01971e-02
8.57858e+00,-1.85268e-02
8.58859e+00,6.18440e-03
8.59860e+00,2.45358e-02
8.60861e+00,1.25351e-02
8.61862e+00,3.08172e-02
8.62863e+00,9.14410e-03
8.63864e+00,2.59600e-02
8.64865e+00,2.76014e-02
8.65866e+00,2.43556e-02
8.66867e+00,2.30833e-03
8.67868e+00,4.79870e-04
8.68869e+00,-1.48528e-02
8.69870e+00,3.53415e-02
8.70871e+00,-2.64052e-03
8.71872e+00,-5.53598e-02
8.72873e+00,4.04291e-02
8.73874e+00,-2.83697e-02
8.74875e+00,-4.92894e-02
8.75876e+00,-5.87814e-02
8.76877e+00,3.54696e-02
8.77878e+00,-5.94728e-03
8.78879e+00,-3.62299e-02
8.79880e+00,-1.96872e-02
8.80881e+00,5.19857e-03
8.81882e+00,-4.82165e-02
8.82883e+00,8.87077e-03
8.83884e+00,1.63390e-02
8.84885e+00,-6.39800e-03
8.85886e+00,3.61581e-02
8.86887e+00,-7.56307e-03
8.87888e+00,1.40112e-02
8.88889e+00,-3.72290e-02
8.89890e+00,2.00066e-02
8.90891e+00,4.00832e-04
8.91892e+00,1.96908e-02
8.92893e+00,-1.28932e-02
8.93894e+00,6.21891e-03
8.94895e+00,-3.05287e-03
8.95896e+00,2.88761e-02
8.96897e+00,2.23514e-02
8.97898e+00,4.95691e-03
8.98899e+00,-1.64277e-03
8.99900e+00,4.35572e-02
9.00901e+00,-5.11111e-03
9.01902e+00,-3.22903e-02
9.02903e+00,-3.49356e-02
9.03904e+00,4.52266e-03
9.04905e+00,5.32140e-03
9.05906e+00,-4.84284e-02
9.06907e+00,1.23483e-02
9.07908e+00,1.52060e-02
9.08909e+00,1.11413e-02
9.09910e+00,2.54003e-02
9.10911e+00,4.65304e-03
9.11912e+00,2.30629e-02
9.12913e+00,3.95279e-02
9.13914e+00,4.38303e-02
9.14915e+00,4.09319e-03
9.15916e+00,2.11099e-02
9.16917e+00,-2.66063e-02
9.17918e+00,6.07926e-03
9.18919e+00,1.68875e-02
9.19920e+00,2.02100e-02
9.20921e+00,-7.70937e-03
9.21922e+00,-3.06018e-02
9.22923e+00,3.37797e-03
9.23924e+00,-2.75335e-02
9.24925e+00,9.27056e-03
9.25926e+00,-1.88020e-02
9.26927e+00,2.72835e-02
9.27928e+00,-1.18556e-02
9.28929e+00,-1.85380e-02
9.29930e+00,3.36826e-03
9.30931e+00,-8.59649e-03
9.31932e+00,1.63825e-02
9.32933e+00,4.02093e-02
9.33934e+00,-3.83266e-02
9.34935e+00,4.71754e-03
9.35936e+00,1.23877e-02
9.36937e+00,-2.36552e-02
9.37938e+00,-1.36591e-02
9.38939e+00,1.33268e-02
9.39940e+00,2.01242e-02
9.40941e+00,-1.25684e-03
9.41942e+00,2.13191e-02
9.42943e+00,-4.90464e-03
9.43944e+00,-1.58090e-02
9.44945e+00,-1.28516e-02
9.45946e+00,3.73163e-03
9.46947e+00,-4.89594e-02
9.47948e+00,5.43049e-02
9.48949e+00,-2.41159e-03
9.49950e+00,-1.65404e-03
9.50951e+00,-2.91025e-02
9.51952e+00,1.93139e-02
9.52953e+00,-6.98638e-03
9.53954e+00,1.69400e-02
9.54955e+00,1.37178e-03
9.55956e+00,4.00627e-02
9.56957e+00,-2.94256e-02
9.57958e+00,3.35196e-02
9.58959e+00,-7.16515e-02
9.59960e+00,-1.51516e-02
9.60961e+00,-3.12428e-03
9.61962e+00,-2.96633e-02
9.62963e+00,6.68434e-04
9.63964e+00,1.88090e-02
9.64965e+00,-4.08306e-03
9.65966e+00,3.37775e-02
9.66967e+00,-1.65679e-02
9.67968e+00,2.14943e-02
9.68969e+00,-2.19693e-02
9.69970e+00,-4.81203e-04
9.70971e+00,3.89377e-02
9.71972e+00,-5.01422e-03
9.72973e+00,7.45019e-03
9.73974e+00,-7.41956e-03
9.74975e+00,-4.15300e-03
9.75976e+00,1.64404e-02
9.76977e+00,5.61144e-04
9.77978e+00,-4.45296e-04
9.78979e+00,-3.06287e-02
9.79980e+00,-3.04547e-02
9.80981e+00,-6.54065e-03
9.81982e+00,2.38210e-02
9.82983e+00,-1.54851e-02
9.83984e+00,-3.83756e-02
9.84985e+00,-2.67096e-02
9.85986e+00,2.53476e-02
9.86987e+00,-1.56620e-02
9.87988e+00,3.71449e-02
9.88989e+00,-6.96902e-03
9.89990e+00,4.78847e-02
9.90991e+00,6.59088e-04
9.91992e+00,-6.79979e-03
9.92993e+00,2.31240e-02
9.93994e+00,-3.39156e-02
9.94995e+00,1.34946e-02
9.95996e+00,6.50074e-03
9.96997e+00,-4.24545e-03
9.97998e+00,-5.48695e-03
9.98999e+00,1.62461e-02
1.00000e+01,-2.27476e-02
