# age (yr),T_eff (K),L (L_sun)
3.70933e+07,4.19720e+03,4.10339e+03
3.70936e+07,4.17126e+03,4.28062e+03
3.70939e+07,4.14682e+03,4.46884e+03
3.70942e+07,4.12356e+03,4.66783e+03
3.70944e+07,4.10099e+03,4.87704e+03
3.70947e+07,4.07951e+03,5.09800e+03
3.70949e+07,4.05818e+03,5.32906e+03
3.70952e+07,4.03751e+03,5.57199e+03
3.70955e+07,4.01736e+03,5.82697e+03
3.70958e+07,3.99706e+03,6.09290e+03
3.70962e+07,3.97710e+03,6.37158e+03
3.70966e+07,3.95722e+03,6.66277e+03
3.70972e+07,3.93774e+03,6.96778e+03
3.70980e+07,3.91808e+03,7.28463e+03
3.70995e+07,3.89876e+03,7.61186e+03
3.71020e+07,3.87997e+03,7.94003e+03
3.71053e+07,3.86167e+03,8.26809e+03
3.71089e+07,3.84496e+03,8.60876e+03
3.71126e+07,3.82810e+03,8.96733e+03
3.71165e+07,3.81149e+03,9.34909e+03
3.71210e+07,3.79437e+03,9.75748e+03
3.71262e+07,3.77836e+03,1.01845e+04
3.71341e+07,3.76569e+03,1.05299e+04
3.71595e+07,3.75679e+03,1.07981e+04
3.71640e+07,3.75689e+03,1.07987e+04
3.71694e+07,3.75727e+03,1.07920e+04
3.71755e+07,3.75786e+03,1.07800e+04
3.71816e+07,3.75859e+03,1.07641e+04
3.71883e+07,3.75934e+03,1.07476e+04
3.71952e+07,3.76009e+03,1.07312e+04
3.72026e+07,3.76083e+03,1.07151e+04
3.72101e+07,3.76158e+03,1.06989e+04
3.72176e+07,3.76235e+03,1.06820e+04
3.72252e+07,3.76312e+03,1.06651e+04
3.72330e+07,3.76389e+03,1.06480e+04
3.72408e+07,3.76468e+03,1.06304e+04
3.72486e+07,3.76550e+03,1.06121e+04
3.72564e+07,3.76635e+03,1.05936e+04
3.72642e+07,3.76720e+03,1.05750e+04
3.72720e+07,3.76805e+03,1.05561e+04
3.72797e+07,3.76891e+03,1.05367e+04
3.72876e+07,3.76974e+03,1.05172e+04
3.72952e+07,3.77079e+03,1.04986e+04
3.73031e+07,3.77163e+03,1.04789e+04
3.73109e+07,3.77250e+03,1.04588e+04
3.73184e+07,3.77339e+03,1.04382e+04
3.73259e+07,3.77432e+03,1.04178e+04
3.73330e+07,3.77549e+03,1.03984e+04
3.73403e+07,3.77639e+03,1.03771e+04
3.73475e+07,3.77729e+03,1.03558e+04
3.75835e+07,3.81065e+03,9.60765e+03
3.77924e+07,3.84566e+03,8.88281e+03
3.79822e+07,3.88182e+03,8.20521e+03
3.81751e+07,3.92000e+03,7.58353e+03
3.84013e+07,3.96049e+03,7.01827e+03
3.86885e+07,4.00862e+03,6.53213e+03
3.91398e+07,4.07626e+03,6.25927e+03
3.94148e+07,4.14858e+03,6.56651e+03
3.94760e+07,4.20805e+03,7.03574e+03
3.94979e+07,4.27059e+03,7.52621e+03
3.95112e+07,4.34397e+03,7.97642e+03
3.95186e+07,4.43189e+03,8.29259e+03
3.95223e+07,4.52989e+03,8.45493e+03
3.95252e+07,4.63152e+03,8.56261e+03
3.95275e+07,4.73593e+03,8.64137e+03
3.95297e+07,4.84292e+03,8.70439e+03
3.95318e+07,4.95241e+03,8.75939e+03
3.95340e+07,5.06443e+03,8.80974e+03
3.95364e+07,5.17902e+03,8.85672e+03
3.95388e+07,5.29623e+03,8.90007e+03
3.95416e+07,5.41612e+03,8.93958e+03
3.95446e+07,5.53877e+03,8.97452e+03
3.95480e+07,5.66420e+03,9.00789e+03
3.95519e+07,5.79249e+03,9.03909e+03
3.95566e+07,5.92370e+03,9.06681e+03
3.95624e+07,6.05789e+03,9.09413e+03
3.95697e+07,6.19511e+03,9.12124e+03
3.95797e+07,6.33541e+03,9.15425e+03
3.95939e+07,6.47882e+03,9.19510e+03
3.96148e+07,6.62528e+03,9.25179e+03
3.96438e+07,6.77473e+03,9.32975e+03
3.96787e+07,6.92727e+03,9.42123e+03
3.97127e+07,7.08302e+03,9.52450e+03
3.97498e+07,7.24261e+03,9.61331e+03
3.97951e+07,7.40549e+03,9.71451e+03
3.98391e+07,7.57187e+03,9.82395e+03
3.99042e+07,7.74191e+03,9.92903e+03
4.00067e+07,7.91399e+03,1.00780e+04
4.00688e+07,8.09104e+03,1.02133e+04
4.02059e+07,8.20434e+03,1.03278e+04
4.04258e+07,8.03133e+03,1.04282e+04
4.05840e+07,7.85817e+03,1.04894e+04
4.06877e+07,7.68628e+03,1.04935e+04
4.07417e+07,7.51669e+03,1.04549e+04
4.07895e+07,7.35092e+03,1.04139e+04
4.08332e+07,7.18892e+03,1.03577e+04
4.08781e+07,7.03047e+03,1.03159e+04
4.09204e+07,6.87553e+03,1.02726e+04
4.09558e+07,6.72394e+03,1.02183e+04
4.09843e+07,6.57551e+03,1.01588e+04
4.10086e+07,6.43026e+03,1.01009e+04
4.10288e+07,6.28832e+03,1.00323e+04
4.10454e+07,6.14948e+03,9.96418e+03
4.10596e+07,6.01367e+03,9.89783e+03
4.10719e+07,5.88089e+03,9.82798e+03
4.10826e+07,5.75097e+03,9.76248e+03
4.10924e+07,5.62392e+03,9.69847e+03
4.11013e+07,5.49970e+03,9.63182e+03
4.11093e+07,5.37823e+03,9.56370e+03
4.11165e+07,5.25951e+03,9.49109e+03
4.11230e+07,5.14348e+03,9.41281e+03
4.11286e+07,5.03005e+03,9.33092e+03
4.11336e+07,4.91918e+03,9.24572e+03
4.11381e+07,4.81081e+03,9.15684e+03
4.11423e+07,4.70496e+03,9.05968e+03
4.11466e+07,4.60184e+03,8.94120e+03
4.11511e+07,4.50185e+03,8.78529e+03
4.11559e+07,4.40589e+03,8.57320e+03
4.11632e+07,4.32045e+03,8.21926e+03
4.11708e+07,4.24902e+03,7.74305e+03
4.11777e+07,4.18177e+03,7.27168e+03
4.11858e+07,4.10113e+03,6.98898e+03
4.11960e+07,4.02325e+03,7.28299e+03
4.12331e+07,3.96943e+03,7.69268e+03
4.12576e+07,3.93225e+03,8.04743e+03
4.12654e+07,3.90473e+03,8.39459e+03
4.12681e+07,3.88764e+03,8.64799e+03
4.12704e+07,3.86685e+03,9.00971e+03
4.12739e+07,3.84895e+03,9.39003e+03
4.12782e+07,3.86783e+03,9.05118e+03
4.12828e+07,3.88398e+03,8.72426e+03
4.12893e+07,3.87525e+03,8.81008e+03
4.12935e+07,3.85254e+03,9.19481e+03
4.12967e+07,3.82976e+03,9.64885e+03
4.12998e+07,3.80723e+03,1.01329e+04
4.13032e+07,3.78535e+03,1.06376e+04
4.13070e+07,3.76450e+03,1.11597e+04
4.13112e+07,3.74415e+03,1.16948e+04
4.13159e+07,3.72466e+03,1.22439e+04
4.13208e+07,3.70568e+03,1.28057e+04
4.13261e+07,3.68744e+03,1.33807e+04
4.13317e+07,3.66928e+03,1.39656e+04
4.13375e+07,3.65180e+03,1.45626e+04
4.13435e+07,3.63494e+03,1.51707e+04
4.13497e+07,3.61877e+03,1.57887e+04
4.13558e+07,3.60280e+03,1.64130e+04
4.13620e+07,3.58779e+03,1.70442e+04
4.13680e+07,3.57278e+03,1.76760e+04
4.13739e+07,3.55855e+03,1.83068e+04
4.13796e+07,3.54530e+03,1.89342e+04
4.13850e+07,3.53213e+03,1.95547e+04
4.13900e+07,3.51986e+03,2.01601e+04
4.13946e+07,3.50814e+03,2.07488e+04
4.13987e+07,3.49739e+03,2.13205e+04
4.14024e+07,3.48691e+03,2.18680e+04
4.14058e+07,3.47706e+03,2.23936e+04
4.14088e+07,3.46832e+03,2.28863e+04
4.14115e+07,3.46036e+03,2.33308e+04
4.14139e+07,3.45353e+03,2.37124e+04
4.14160e+07,3.44800e+03,2.40292e+04
4.14180e+07,3.44403e+03,2.42516e+04
4.14197e+07,3.44164e+03,2.43677e+04
4.14212e+07,3.44135e+03,2.43395e+04
4.14226e+07,3.44466e+03,2.40889e+04
4.14238e+07,3.45518e+03,2.34120e+04
4.14239e+07,3.46390e+03,2.28720e+04
4.14239e+07,3.46767e+03,2.26524e+04
4.14239e+07,3.47173e+03,2.24328e+04
4.14240e+07,3.47572e+03,2.22115e+04
4.14242e+07,3.47155e+03,2.24985e+04
4.14252e+07,3.46617e+03,2.29247e+04
4.14255e+07,3.44896e+03,2.41298e+04
4.14257e+07,3.44269e+03,2.47325e+04
4.14257e+07,3.46084e+03,2.38057e+04
4.14258e+07,3.48247e+03,2.25728e+04
4.14258e+07,3.49968e+03,2.16548e+04
4.14258e+07,3.50561e+03,2.13997e+04
4.14259e+07,3.48562e+03,2.25907e+04
4.14259e+07,3.46566e+03,2.38521e+04
4.14260e+07,3.44577e+03,2.51835e+04
4.14261e+07,3.42583e+03,2.65872e+04
4.14264e+07,3.41858e+03,2.70770e+04
4.14268e+07,3.42804e+03,2.64546e+04
4.14286e+07,3.44734e+03,2.51067e+04
4.14374e+07,3.42803e+03,2.62063e+04
4.14390e+07,3.42960e+03,2.60611e+04
4.14398e+07,3.42935e+03,2.60607e+04
4.14403e+07,3.43008e+03,2.59997e+04
4.14407e+07,3.43417e+03,2.57088e+04
4.14410e+07,3.43942e+03,2.53811e+04
4.14414e+07,3.43670e+03,2.55533e+04
4.14418e+07,3.43413e+03,2.57467e+04
4.14420e+07,3.44294e+03,2.51556e+04
4.14424e+07,3.43067e+03,2.59969e+04
4.14428e+07,3.42589e+03,2.63294e+04
4.14428e+07,3.43982e+03,2.54009e+04
4.14429e+07,3.45825e+03,2.42120e+04
4.14429e+07,3.45702e+03,2.43103e+04
4.14430e+07,3.44877e+03,2.48678e+04
4.14431e+07,3.43131e+03,2.60550e+04
4.14433e+07,3.41165e+03,2.74699e+04
4.14434e+07,3.40655e+03,2.78635e+04
4.14435e+07,3.39610e+03,2.86887e+04
4.14436e+07,3.37602e+03,3.02790e+04
4.14438e+07,3.35986e+03,3.16404e+04
4.14441e+07,3.35419e+03,3.20666e+04
4.14443e+07,3.37363e+03,3.03826e+04
4.14445e+07,3.39344e+03,2.87956e+04
4.14446e+07,3.41317e+03,2.72955e+04
4.14448e+07,3.43286e+03,2.58916e+04
4.14454e+07,3.43786e+03,2.55741e+04
4.14459e+07,3.42123e+03,2.67034e+04
4.14465e+07,3.40645e+03,2.77542e+04
4.14471e+07,3.39156e+03,2.88421e+04
4.14474e+07,3.39167e+03,2.88235e+04
4.14476e+07,3.37683e+03,2.99837e+04
4.14479e+07,3.36143e+03,3.12307e+04
4.14482e+07,3.37283e+03,3.02433e+04
4.14485e+07,3.38809e+03,2.89937e+04
4.14490e+07,3.38325e+03,2.93678e+04
4.14493e+07,3.37357e+03,3.01329e+04
4.14496e+07,3.36799e+03,3.05603e+04
4.14498e+07,3.36796e+03,3.05759e+04
4.14499e+07,3.35821e+03,3.13763e+04
4.14501e+07,3.35207e+03,3.18914e+04
4.14502e+07,3.34957e+03,3.20786e+04
4.14502e+07,3.35551e+03,3.15838e+04
