# age (yr),T_eff (K),L (L_sun)
1.17260e+07,9.65315e+03,6.71828e+04
1.17262e+07,9.57393e+03,6.72542e+04
1.17263e+07,9.49535e+03,6.73248e+04
1.17265e+07,9.41742e+03,6.73946e+04
1.17267e+07,9.34013e+03,6.74635e+04
1.17269e+07,9.26347e+03,6.75314e+04
1.17271e+07,9.18744e+03,6.75983e+04
1.17273e+07,9.11203e+03,6.76640e+04
1.17275e+07,9.03724e+03,6.77287e+04
1.17277e+07,8.96307e+03,6.77923e+04
1.17279e+07,8.88950e+03,6.78546e+04
1.17281e+07,8.81653e+03,6.79155e+04
1.17283e+07,8.74416e+03,6.79751e+04
1.17285e+07,8.67238e+03,6.80330e+04
1.17288e+07,8.60119e+03,6.80896e+04
1.17290e+07,8.53058e+03,6.81444e+04
1.17292e+07,8.46055e+03,6.81976e+04
1.17294e+07,8.39110e+03,6.82492e+04
1.17297e+07,8.32221e+03,6.82987e+04
1.17299e+07,8.25389e+03,6.83465e+04
1.17301e+07,8.18613e+03,6.83925e+04
1.17304e+07,8.11892e+03,6.84362e+04
1.17306e+07,8.05227e+03,6.84779e+04
1.17309e+07,7.98616e+03,6.85176e+04
1.17319e+07,7.74308e+03,6.86457e+04
1.17331e+07,7.50740e+03,6.87388e+04
1.17343e+07,7.27888e+03,6.87925e+04
1.17357e+07,7.05731e+03,6.88061e+04
1.17371e+07,6.84248e+03,6.87776e+04
1.17386e+07,6.63420e+03,6.87118e+04
1.17401e+07,6.43227e+03,6.86128e+04
1.17416e+07,6.23650e+03,6.84834e+04
1.17431e+07,6.04669e+03,6.83254e+04
1.17446e+07,5.86267e+03,6.81387e+04
1.17461e+07,5.68427e+03,6.79245e+04
1.17474e+07,5.51131e+03,6.76809e+04
1.17487e+07,5.34364e+03,6.74044e+04
1.17500e+07,5.18109e+03,6.70906e+04
1.17511e+07,5.02352e+03,6.67348e+04
1.17521e+07,4.87078e+03,6.63339e+04
1.17531e+07,4.72274e+03,6.58789e+04
1.17540e+07,4.57928e+03,6.53523e+04
1.17548e+07,4.44031e+03,6.47255e+04
1.17556e+07,4.30580e+03,6.39410e+04
1.17565e+07,4.17597e+03,6.28623e+04
1.17575e+07,4.05176e+03,6.12334e+04
1.17587e+07,3.93503e+03,5.88540e+04
1.17614e+07,3.83173e+03,5.53501e+04
1.17646e+07,3.72314e+03,5.41595e+04
1.17715e+07,3.63902e+03,5.87869e+04
1.17752e+07,3.63350e+03,5.92643e+04
1.17921e+07,3.62827e+03,5.96810e+04
1.18167e+07,3.62369e+03,6.00642e+04
1.18420e+07,3.61942e+03,6.04582e+04
1.18675e+07,3.61548e+03,6.08680e+04
1.18933e+07,3.61169e+03,6.12841e+04
1.19198e+07,3.60768e+03,6.16829e+04
1.19458e+07,3.60364e+03,6.20918e+04
1.19724e+07,3.59960e+03,6.24939e+04
1.19992e+07,3.59553e+03,6.28938e+04
1.20259e+07,3.59172e+03,6.33119e+04
1.20534e+07,3.58767e+03,6.37088e+04
1.20799e+07,3.58350e+03,6.41163e+04
1.21075e+07,3.57973e+03,6.45273e+04
1.21349e+07,3.57561e+03,6.49275e+04
1.21625e+07,3.57147e+03,6.53227e+04
1.21899e+07,3.56747e+03,6.57294e+04
1.22177e+07,3.56353e+03,6.61313e+04
1.22457e+07,3.55948e+03,6.65275e+04
1.22734e+07,3.55539e+03,6.69231e+04
1.23009e+07,3.55133e+03,6.73197e+04
1.23288e+07,3.54738e+03,6.77118e+04
1.23562e+07,3.54331e+03,6.81008e+04
1.23832e+07,3.53922e+03,6.84867e+04
1.24102e+07,3.53523e+03,6.88725e+04
1.24367e+07,3.53123e+03,6.92534e+04
1.24630e+07,3.52722e+03,6.96333e+04
1.24893e+07,3.52324e+03,7.00065e+04
1.25146e+07,3.51923e+03,7.03857e+04
1.25396e+07,3.51527e+03,7.07597e+04
1.25642e+07,3.51133e+03,7.11321e+04
1.25878e+07,3.50740e+03,7.15013e+04
1.26106e+07,3.50349e+03,7.18720e+04
1.26333e+07,3.49959e+03,7.22492e+04
1.26554e+07,3.49570e+03,7.26222e+04
1.26767e+07,3.49187e+03,7.29966e+04
1.26973e+07,3.48809e+03,7.33719e+04
1.27173e+07,3.48438e+03,7.37415e+04
1.27363e+07,3.48069e+03,7.41134e+04
1.27545e+07,3.47709e+03,7.44872e+04
1.27719e+07,3.47353e+03,7.48605e+04
1.27882e+07,3.47007e+03,7.52278e+04
1.28038e+07,3.46663e+03,7.56010e+04
1.28191e+07,3.46319e+03,7.59806e+04
1.28336e+07,3.45987e+03,7.63539e+04
1.28472e+07,3.45663e+03,7.67268e+04
1.28599e+07,3.45346e+03,7.70993e+04
1.28715e+07,3.45034e+03,7.74758e+04
1.28823e+07,3.44734e+03,7.78489e+04
1.28926e+07,3.44437e+03,7.82261e+04
1.29022e+07,3.44147e+03,7.85995e+04
1.29109e+07,3.43868e+03,7.89730e+04
1.29190e+07,3.43594e+03,7.93491e+04
1.29262e+07,3.43326e+03,7.97207e+04
1.29323e+07,3.43071e+03,8.00917e+04
1.29374e+07,3.42832e+03,8.04508e+04
1.29418e+07,3.42606e+03,8.07991e+04
1.29455e+07,3.42385e+03,8.11515e+04
1.29487e+07,3.42173e+03,8.15019e+04
1.29514e+07,3.41964e+03,8.18529e+04
1.29539e+07,3.41762e+03,8.22030e+04
1.29559e+07,3.41567e+03,8.25462e+04
1.29577e+07,3.41378e+03,8.28847e+04
1.29593e+07,3.41198e+03,8.32155e+04
1.29606e+07,3.41025e+03,8.35356e+04
1.29617e+07,3.40860e+03,8.38462e+04
1.29626e+07,3.40704e+03,8.41442e+04
1.29634e+07,3.40557e+03,8.44290e+04
1.29641e+07,3.40418e+03,8.46972e+04
1.29647e+07,3.40287e+03,8.49558e+04
1.29652e+07,3.40166e+03,8.51961e+04
1.29656e+07,3.40052e+03,8.54220e+04
1.29660e+07,3.39946e+03,8.56336e+04
1.29663e+07,3.39846e+03,8.58320e+04
1.29665e+07,3.39753e+03,8.60182e+04
1.29668e+07,3.39664e+03,8.61978e+04
1.29671e+07,3.39539e+03,8.64526e+04
1.29674e+07,3.39420e+03,8.66951e+04
1.29676e+07,3.39331e+03,8.68736e+04
1.29679e+07,3.39161e+03,8.72495e+04
1.29681e+07,3.38981e+03,8.76503e+04
1.29684e+07,3.38780e+03,8.81093e+04
1.29686e+07,3.38561e+03,8.86300e+04
1.29688e+07,3.38330e+03,8.91965e+04
1.29691e+07,3.38087e+03,8.98009e+04
1.29693e+07,3.37840e+03,9.04264e+04
1.29695e+07,3.37589e+03,9.10750e+04
1.29698e+07,3.37341e+03,9.17244e+04
1.29700e+07,3.37088e+03,9.23999e+04
1.29703e+07,3.36836e+03,9.30871e+04
1.29706e+07,3.36585e+03,9.37829e+04
1.29709e+07,3.36334e+03,9.44931e+04
1.29712e+07,3.36103e+03,9.51584e+04
1.29715e+07,3.35893e+03,9.57789e+04
1.29719e+07,3.35736e+03,9.62540e+04
1.29723e+07,3.35655e+03,9.65194e+04
1.29728e+07,3.35659e+03,9.65378e+04
1.29732e+07,3.35736e+03,9.63396e+04
1.29737e+07,3.35866e+03,9.59777e+04
1.29741e+07,3.36028e+03,9.55116e+04
1.29745e+07,3.36195e+03,9.50334e+04
1.29750e+07,3.36379e+03,9.45003e+04
1.29754e+07,3.36567e+03,9.39559e+04
1.29758e+07,3.36751e+03,9.34234e+04
1.29762e+07,3.36925e+03,9.29169e+04
1.29766e+07,3.37086e+03,9.24458e+04
1.29770e+07,3.37229e+03,9.20229e+04
1.29775e+07,3.37349e+03,9.16612e+04
1.29779e+07,3.37445e+03,9.13624e+04
1.29783e+07,3.37512e+03,9.11395e+04
1.29787e+07,3.37551e+03,9.09875e+04
1.29791e+07,3.37564e+03,9.09014e+04
1.29795e+07,3.37548e+03,9.08881e+04
1.29799e+07,3.37496e+03,9.09557e+04
1.29803e+07,3.37405e+03,9.11161e+04
1.29807e+07,3.37287e+03,9.13697e+04
1.29811e+07,3.37147e+03,9.17018e+04
1.29814e+07,3.37021e+03,9.19531e+04
1.29818e+07,3.36843e+03,9.23558e+04
1.29821e+07,3.36628e+03,9.28732e+04
1.29824e+07,3.36384e+03,9.34844e+04
1.29827e+07,3.36119e+03,9.41689e+04
1.29829e+07,3.35841e+03,9.49122e+04
1.29832e+07,3.35569e+03,9.56631e+04
1.29834e+07,3.35281e+03,9.64779e+04
1.29837e+07,3.35000e+03,9.72878e+04
1.29839e+07,3.34709e+03,9.81485e+04
1.29841e+07,3.34431e+03,9.89823e+04
1.29843e+07,3.34154e+03,9.98246e+04
1.29845e+07,3.33890e+03,1.00641e+05
1.29847e+07,3.33630e+03,1.01458e+05
1.29849e+07,3.33405e+03,1.02173e+05
1.29851e+07,3.33145e+03,1.03006e+05
1.29853e+07,3.32916e+03,1.03748e+05
1.29855e+07,3.32717e+03,1.04402e+05
1.29857e+07,3.32519e+03,1.05054e+05
1.29859e+07,3.32334e+03,1.05675e+05
1.29861e+07,3.32152e+03,1.06286e+05
1.29863e+07,3.31997e+03,1.06807e+05
1.29864e+07,3.31837e+03,1.07354e+05
1.29866e+07,3.31719e+03,1.07761e+05
1.29867e+07,3.31588e+03,1.08208e+05
1.29869e+07,3.31448e+03,1.08691e+05
1.29870e+07,3.31323e+03,1.09125e+05
1.29872e+07,3.31209e+03,1.09522e+05
1.29873e+07,3.31113e+03,1.09857e+05
1.29874e+07,3.31012e+03,1.10208e+05
1.29875e+07,3.30922e+03,1.10528e+05
1.29876e+07,3.30838e+03,1.10824e+05
1.29878e+07,3.30758e+03,1.11107e+05
1.29879e+07,3.30684e+03,1.11370e+05
1.29879e+07,3.30626e+03,1.11574e+05
1.29880e+07,3.30549e+03,1.11851e+05
1.29881e+07,3.30517e+03,1.12027e+05
1.29882e+07,3.30646e+03,1.12321e+05
1.29883e+07,3.30873e+03,1.12609e+05
1.29884e+07,3.31171e+03,1.12712e+05
1.29884e+07,3.31458e+03,1.13074e+05
1.29885e+07,3.31704e+03,1.13025e+05
1.29885e+07,3.32034e+03,1.11654e+05
1.29886e+07,3.32665e+03,1.12677e+05
1.29886e+07,3.33631e+03,1.13289e+05
1.29887e+07,3.34750e+03,1.13409e+05
1.29888e+07,3.35112e+03,1.12495e+05
1.29889e+07,3.34487e+03,1.11461e+05
1.29890e+07,3.33718e+03,1.10586e+05
1.29892e+07,3.32846e+03,1.09830e+05
1.29893e+07,3.32050e+03,1.10014e+05
1.29894e+07,3.31704e+03,1.10467e+05
1.29895e+07,3.31786e+03,1.10962e+05
1.29895e+07,3.31966e+03,1.11344e+05
1.29896e+07,3.32139e+03,1.11644e+05
1.29896e+07,3.32271e+03,1.11841e+05
1.29896e+07,3.32388e+03,1.12005e+05
1.29896e+07,3.32493e+03,1.12149e+05
1.29896e+07,3.32574e+03,1.12247e+05
1.29896e+07,3.32654e+03,1.12346e+05
